Year,Month,Day ,Sunrise,Sunset,DayLength,Difference,AstronomicalTwilightStart,AstronomicalTwilightEnd,NauticalTwilightStart,NauticalTwilightEnd,CivilTwilightStart,CivilTwilightEnd,SolarNoon,Mil. mi
,,6,6:04 am ? (68°),8:06 pm ? (292°),0.585150463,?2:06,0.179166667,0.910416667,0.206944444,0.883333333,0.231944444,0.858333333,1:05 pm (66.7°),94.274
,,7,6:05 am ? (68°),8:05 pm ? (292°),0.583680556,?2:07,0.180555556,0.909027778,0.207638889,0.881944444,0.232638889,0.857638889,1:05 pm (66.4°),94.259
,,8,6:06 am ? (68°),8:04 pm ? (291°),0.5821875,?2:08,0.18125,0.908333333,0.208333333,0.88125,0.233333333,0.85625,1:05 pm (66.1°),94.244
,,9,6:06 am ? (69°),8:03 pm ? (291°),0.580671296,?2:10,0.182638889,0.906944444,0.209027778,0.880555556,0.234027778,0.855555556,1:05 pm (65.8°),94.229
,,10,6:07 am ? (69°),8:01 pm ? (291°),0.579155093,?2:11,0.183333333,0.905555556,0.209722222,0.879166667,0.234722222,0.854861111,1:05 pm (65.5°),94.213
,,11,6:08 am ? (70°),8:00 pm ? (290°),0.577615741,?2:12,0.184027778,0.904861111,0.211111111,0.878472222,0.235416667,0.853472222,1:05 pm (65.2°),94.197
,,12,6:09 am ? (70°),7:59 pm ? (290°),0.576064815,?2:14,0.185416667,0.903472222,0.211805556,0.877083333,0.236111111,0.852777778,1:04 pm (64.9°),94.18
,,13,6:10 am ? (70°),7:57 pm ? (289°),0.574490741,?2:15,0.186111111,0.902083333,0.2125,0.876388889,0.236805556,0.851388889,1:04 pm (64.6°),94.163
,,14,6:11 am ? (71°),7:56 pm ? (289°),0.572916667,?2:16,0.1875,0.900694444,0.213194444,0.875,0.2375,0.850694444,1:04 pm (64.3°),94.146
,,15,6:12 am ? (71°),7:55 pm ? (289°),0.571331019,?2:17,0.188194444,0.899305556,0.213888889,0.873611111,0.238194444,0.85,1:04 pm (64.0°),94.128
,,16,6:13 am ? (72°),7:53 pm ? (288°),0.569722222,?2:18,0.188888889,0.898611111,0.214583333,0.872916667,0.238888889,0.848611111,1:04 pm (63.7°),94.111
,,17,6:14 am ? (72°),7:52 pm ? (288°),0.568113426,?2:19,0.190277778,0.897222222,0.215972222,0.871527778,0.239583333,0.847916667,1:03 pm (63.4°),94.093
,,18,6:15 am ? (72°),7:51 pm ? (287°),0.566493056,?2:20,0.190972222,0.895833333,0.216666667,0.870833333,0.240277778,0.846527778,1:03 pm (63.0°),94.075
,,19,6:16 am ? (73°),7:49 pm ? (287°),0.564849537,?2:21,0.191666667,0.894444444,0.217361111,0.869444444,0.240972222,0.845833333,1:03 pm (62.7°),94.056
,,20,6:17 am ? (73°),7:48 pm ? (286°),0.563206019,?2:22,0.193055556,0.893055556,0.218055556,0.868055556,0.241666667,0.844444444,1:03 pm (62.4°),94.038
,,21,6:18 am ? (74°),7:46 pm ? (286°),0.561550926,?2:22,0.19375,0.892361111,0.21875,0.867361111,0.242361111,0.84375,1:02 pm (62.0°),94.019
,,22,6:19 am ? (74°),7:45 pm ? (286°),0.559895833,?2:23,0.194444444,0.890972222,0.219444444,0.865972222,0.243055556,0.842361111,1:02 pm (61.7°),94
,,23,6:20 am ? (75°),7:43 pm ? (285°),0.558217593,?2:24,0.195833333,0.889583333,0.220138889,0.864583333,0.24375,0.841666667,1:02 pm (61.4°),93.981
,,24,6:21 am ? (75°),7:42 pm ? (285°),0.556539352,?2:25,0.196527778,0.888194444,0.221527778,0.863888889,0.244444444,0.840277778,1:02 pm (61.0°),93.962
,,25,6:21 am ? (76°),7:40 pm ? (284°),0.554849537,?2:25,0.197222222,0.886805556,0.222222222,0.8625,0.245138889,0.838888889,1:01 pm (60.7°),93.942
,,26,6:22 am ? (76°),7:39 pm ? (284°),0.553148148,?2:26,0.198611111,0.885416667,0.222916667,0.861111111,0.245833333,0.838194444,1:01 pm (60.3°),93.922
,,27,6:23 am ? (76°),7:37 pm ? (283°),0.551446759,?2:27,0.199305556,0.884722222,0.223611111,0.860416667,0.246527778,0.836805556,1:01 pm (60.0°),93.902
,,28,6:24 am ? (77°),7:36 pm ? (283°),0.549733796,?2:27,0.2,0.883333333,0.224305556,0.859027778,0.247222222,0.836111111,1:00 pm (59.6°),93.881
,,29,6:25 am ? (77°),7:34 pm ? (282°),0.548020833,?2:28,0.200694444,0.881944444,0.225,0.857638889,0.247916667,0.834722222,1:00 pm (59.3°),93.86
,,30,6:26 am ? (78°),7:33 pm ? (282°),0.546284722,?2:29,0.202083333,0.880555556,0.225694444,0.856944444,0.248611111,0.834027778,1:00 pm (58.9°),93.839
,,31,6:27 am ? (78°),7:31 pm ? (281°),0.544560185,?2:29,0.202777778,0.879166667,0.226388889,0.855555556,0.249305556,0.832638889,1:00 pm (58.5°),93.817
2016,September,1,6:28 am ? (79°),7:30 pm ? (281°),0.542824074,?2:29,0.203472222,0.877777778,0.227083333,0.854166667,0.25,0.83125,12:59 pm (58.2°),93.795
,,2,6:29 am ? (79°),7:28 pm ? (280°),0.541076389,?2:30,0.204166667,0.876388889,0.228472222,0.852777778,0.250694444,0.830555556,12:59 pm (57.8°),93.772
,,3,6:30 am ? (80°),7:27 pm ? (280°),0.539340278,?2:30,0.205555556,0.875694444,0.229166667,0.852083333,0.251388889,0.829166667,12:59 pm (57.4°),93.749
,,4,6:31 am ? (80°),7:25 pm ? (279°),0.537581019,?2:31,0.20625,0.874305556,0.229861111,0.850694444,0.252083333,0.827777778,12:58 pm (57.1°),93.726
,,5,6:32 am ? (81°),7:23 pm ? (279°),0.535821759,?2:31,0.206944444,0.872916667,0.230555556,0.849305556,0.252777778,0.827083333,12:58 pm (56.7°),93.703
,,6,6:33 am ? (81°),7:22 pm ? (278°),0.5340625,?2:32,0.207638889,0.871527778,0.23125,0.847916667,0.253472222,0.825694444,12:58 pm (56.3°),93.679
,,7,6:34 am ? (82°),7:20 pm ? (278°),0.532303241,?2:32,0.208333333,0.870138889,0.231944444,0.847222222,0.254166667,0.824305556,12:57 pm (56.0°),93.655
,,8,6:35 am ? (82°),7:19 pm ? (277°),0.530532407,?2:32,0.209722222,0.86875,0.232638889,0.845833333,0.254861111,0.823611111,12:57 pm (55.6°),93.63
,,9,6:35 am ? (83°),7:17 pm ? (277°),0.528761574,?2:33,0.210416667,0.867361111,0.233333333,0.844444444,0.255555556,0.822222222,12:57 pm (55.2°),93.606
,,10,6:36 am ? (83°),7:15 pm ? (276°),0.526990741,?2:33,0.211111111,0.866666667,0.234027778,0.84375,0.25625,0.820833333,12:56 pm (54.8°),93.581
,,11,6:37 am ? (84°),7:14 pm ? (276°),0.525208333,?2:33,0.211805556,0.865277778,0.234722222,0.842361111,0.256944444,0.820138889,12:56 pm (54.4°),93.556
,,12,6:38 am ? (84°),7:12 pm ? (275°),0.523425926,?2:33,0.2125,0.863888889,0.235416667,0.840972222,0.257638889,0.81875,12:55 pm (54.1°),93.531
,,13,6:39 am ? (85°),7:10 pm ? (275°),0.521643519,?2:34,0.213194444,0.8625,0.236111111,0.839583333,0.258333333,0.817361111,12:55 pm (53.7°),93.506
,,14,6:40 am ? (85°),7:09 pm ? (274°),0.519861111,?2:34,0.213888889,0.861111111,0.236805556,0.838888889,0.259027778,0.816666667,12:55 pm (53.3°),93.481
,,15,6:41 am ? (86°),7:07 pm ? (274°),0.518078704,?2:34,0.214583333,0.859722222,0.2375,0.8375,0.259722222,0.815277778,12:54 pm (52.9°),93.455
,,16,6:42 am ? (86°),7:05 pm ? (273°),0.516284722,?2:34,0.215972222,0.859027778,0.238194444,0.836111111,0.260416667,0.813888889,12:54 pm (52.5°),93.43
,,17,6:43 am ? (87°),7:04 pm ? (273°),0.514490741,?2:34,0.216666667,0.857638889,0.238888889,0.834722222,0.261111111,0.813194444,12:54 pm (52.1°),93.405
,,18,6:44 am ? (87°),7:02 pm ? (272°),0.512708333,?2:34,0.217361111,0.85625,0.239583333,0.834027778,0.261805556,0.811805556,12:53 pm (51.7°),93.379
,,19,6:45 am ? (88°),7:00 pm ? (272°),0.510914352,?2:34,0.218055556,0.854861111,0.240277778,0.832638889,0.2625,0.810416667,12:53 pm (51.4°),93.354
,,20,6:46 am ? (88°),6:59 pm ? (271°),0.50912037,?2:35,0.21875,0.853472222,0.240972222,0.83125,0.263194444,0.809722222,12:53 pm (51.0°),93.329
,,21,6:47 am ? (89°),6:57 pm ? (271°),0.507314815,?2:35,0.219444444,0.852777778,0.241666667,0.830555556,0.263888889,0.808333333,12:52 pm (50.6°),93.304
,,22,6:48 am ? (89°),6:56 pm ? (270°),0.505520833,?2:35,0.220138889,0.851388889,0.242361111,0.829166667,0.264583333,0.806944444,12:52 pm (50.2°),93.278
,,23,6:49 am ? (90°),6:54 pm ? (270°),0.503726852,?2:35,0.220833333,0.85,0.243055556,0.827777778,0.265277778,0.80625,12:52 pm (49.8°),93.253
,,24,6:49 am ? (90°),6:52 pm ? (269°),0.50193287,?2:35,0.221527778,0.848611111,0.24375,0.827083333,0.265972222,0.804861111,12:51 pm (49.4°),93.227
,,25,6:50 am ? (91°),6:51 pm ? (269°),0.500138889,?2:35,0.222222222,0.847916667,0.244444444,0.825694444,0.266666667,0.804166667,12:51 pm (49.0°),93.201
,,26,6:51 am ? (91°),6:49 pm ? (268°),0.498333333,?2:35,0.222916667,0.846527778,0.245138889,0.824305556,0.266666667,0.802777778,12:51 pm (48.6°),93.176
,,27,6:52 am ? (92°),6:47 pm ? (268°),0.496539352,?2:35,0.223611111,0.845138889,0.245833333,0.823611111,0.267361111,0.801388889,12:50 pm (48.2°),93.15
,,28,6:53 am ? (92°),6:46 pm ? (267°),0.49474537,?2:35,0.224305556,0.844444444,0.246527778,0.822222222,0.268055556,0.800694444,12:50 pm (47.9°),93.123
,,29,6:54 am ? (93°),6:44 pm ? (267°),0.492951389,?2:35,0.225,0.843055556,0.247222222,0.820833333,0.26875,0.799305556,12:50 pm (47.5°),93.097
,,30,6:55 am ? (93°),6:43 pm ? (266°),0.491157407,?2:34,0.225694444,0.841666667,0.247916667,0.820138889,0.269444444,0.797916667,12:49 pm (47.1°),93.071
2016,October,1,6:56 am ? (94°),6:41 pm ? (266°),0.489363426,?2:34,0.226388889,0.840277778,0.248611111,0.81875,0.270138889,0.797222222,12:49 pm (46.7°),93.044
,,2,6:57 am ? (94°),6:39 pm ? (265°),0.487581019,?2:34,0.227083333,0.839583333,0.249305556,0.817361111,0.270833333,0.795833333,12:49 pm (46.3°),93.017
,,3,6:58 am ? (95°),6:38 pm ? (265°),0.485787037,?2:34,0.227777778,0.838194444,0.25,0.816666667,0.271527778,0.795138889,12:48 pm (45.9°),92.99
,,4,6:59 am ? (95°),6:36 pm ? (264°),0.48400463,?2:34,0.228472222,0.8375,0.250694444,0.815277778,0.272222222,0.79375,12:48 pm (45.5°),92.963
,,5,7:00 am ? (96°),6:35 pm ? (264°),0.482222222,?2:34,0.229861111,0.836111111,0.251388889,0.814583333,0.272916667,0.792361111,12:48 pm (45.2°),92.936
,,6,7:01 am ? (96°),6:33 pm ? (263°),0.480439815,?2:33,0.230555556,0.834722222,0.252083333,0.813194444,0.273611111,0.791666667,12:47 pm (44.8°),92.909
,,7,7:02 am ? (97°),6:31 pm ? (263°),0.478657407,?2:33,0.23125,0.834027778,0.252777778,0.8125,0.274305556,0.790277778,12:47 pm (44.4°),92.882
,,8,7:03 am ? (97°),6:30 pm ? (262°),0.476886574,?2:33,0.231944444,0.832638889,0.253472222,0.811111111,0.275,0.789583333,12:47 pm (44.0°),92.854
,,9,7:04 am ? (98°),6:28 pm ? (262°),0.475115741,?2:32,0.232638889,0.831944444,0.254166667,0.810416667,0.275694444,0.788194444,12:47 pm (43.6°),92.827
,,10,7:05 am ? (98°),6:27 pm ? (261°),0.473344907,?2:32,0.233333333,0.830555556,0.254861111,0.809027778,0.276388889,0.7875,12:46 pm (43.3°),92.8
,,11,7:06 am ? (99°),6:25 pm ? (261°),0.471585648,?2:32,0.234027778,0.829861111,0.255555556,0.808333333,0.277083333,0.786111111,12:46 pm (42.9°),92.773
,,12,7:07 am ? (99°),6:24 pm ? (260°),0.469826389,?2:31,0.234722222,0.828472222,0.25625,0.806944444,0.277777778,0.785416667,12:46 pm (42.5°),92.746
,,13,7:08 am ? (100°),6:22 pm ? (260°),0.46806713,?2:31,0.235416667,0.827777778,0.256944444,0.80625,0.278472222,0.784027778,12:46 pm (42.1°),92.719
,,14,7:09 am ? (100°),6:21 pm ? (259°),0.466319444,?2:31,0.236111111,0.826388889,0.257638889,0.804861111,0.279166667,0.783333333,12:45 pm (41.8°),92.692
,,15,7:10 am ? (101°),6:19 pm ? (259°),0.464571759,?2:30,0.236805556,0.825694444,0.258333333,0.804166667,0.279861111,0.781944444,12:45 pm (41.4°),92.666
,,16,7:11 am ? (101°),6:18 pm ? (259°),0.462835648,?2:30,0.236805556,0.825,0.259027778,0.802777778,0.280555556,0.78125,12:45 pm (41.0°),92.639
,,17,7:12 am ? (102°),6:16 pm ? (258°),0.461099537,?2:29,0.2375,0.823611111,0.259722222,0.802083333,0.28125,0.780555556,12:45 pm (40.7°),92.613
,,18,7:13 am ? (102°),6:15 pm ? (258°),0.459375,?2:29,0.238194444,0.822916667,0.260416667,0.801388889,0.281944444,0.779166667,12:44 pm (40.3°),92.587
,,19,7:14 am ? (103°),6:14 pm ? (257°),0.457662037,?2:28,0.238888889,0.821527778,0.261111111,0.8,0.282638889,0.778472222,12:44 pm (39.9°),92.562
,,20,7:16 am ? (103°),6:12 pm ? (257°),0.455949074,?2:27,0.239583333,0.820833333,0.261805556,0.799305556,0.283333333,0.777777778,12:44 pm (39.6°),92.536
,,21,7:17 am ? (104°),6:11 pm ? (256°),0.454247685,?2:27,0.240277778,0.820138889,0.2625,0.798611111,0.284027778,0.776388889,12:44 pm (39.2°),92.511
,,22,7:18 am ? (104°),6:09 pm ? (256°),0.452546296,?2:26,0.240972222,0.819444444,0.263194444,0.797222222,0.284722222,0.775694444,12:44 pm (38.9°),92.486
,,23,7:19 am ? (105°),6:08 pm ? (255°),0.450856481,?2:25,0.241666667,0.818055556,0.263888889,0.796527778,0.285416667,0.775,12:44 pm (38.5°),92.461
,,24,7:20 am ? (105°),6:07 pm ? (255°),0.449178241,?2:25,0.242361111,0.817361111,0.264583333,0.795833333,0.286111111,0.773611111,12:44 pm (38.2°),92.437
,,25,7:21 am ? (105°),6:05 pm ? (254°),0.447511574,?2:24,0.243055556,0.816666667,0.265277778,0.795138889,0.286805556,0.772916667,12:43 pm (37.8°),92.412
,,26,7:22 am ? (106°),6:04 pm ? (254°),0.445856481,?2:23,0.24375,0.815972222,0.265972222,0.79375,0.2875,0.772222222,12:43 pm (37.5°),92.387
,,27,7:23 am ? (106°),6:03 pm ? (253°),0.444201389,?2:22,0.244444444,0.815277778,0.266666667,0.793055556,0.288194444,0.771527778,12:43 pm (37.2°),92.363
,,28,7:24 am ? (107°),6:02 pm ? (253°),0.442569444,?2:21,0.245138889,0.813888889,0.267361111,0.792361111,0.288888889,0.770138889,12:43 pm (36.8°),92.338
,,29,7:25 am ? (107°),6:00 pm ? (253°),0.4409375,?2:20,0.245833333,0.813194444,0.268055556,0.791666667,0.290277778,0.769444444,12:43 pm (36.5°),92.314
,,30,7:27 am ? (108°),5:59 pm ? (252°),0.439328704,?2:19,0.246527778,0.8125,0.26875,0.790972222,0.290972222,0.76875,12:43 pm (36.2°),92.29
,,31,7:28 am ? (108°),5:58 pm ? (252°),0.437731481,?2:18,0.247222222,0.811805556,0.269444444,0.790277778,0.291666667,0.768055556,12:43 pm (35.9°),92.265
2016,November,1,7:29 am ? (109°),5:57 pm ? (251°),0.436134259,?2:17,0.247916667,0.811111111,0.270138889,0.789583333,0.292361111,0.767361111,12:43 pm (35.5°),92.241
,,2,7:30 am ? (109°),5:56 pm ? (251°),0.434560185,?2:16,0.248611111,0.810416667,0.270833333,0.788888889,0.293055556,0.766666667,12:43 pm (35.2°),92.217
,,3,7:31 am ? (109°),5:55 pm ? (250°),0.433009259,?2:14,0.249305556,0.809722222,0.271527778,0.788194444,0.29375,0.765972222,12:43 pm (34.9°),92.193
,,4,7:32 am ? (110°),5:53 pm ? (250°),0.431458333,?2:13,0.25,0.809027778,0.272222222,0.7875,0.294444444,0.765277778,12:43 pm (34.6°),92.169
,,5,7:33 am ? (110°),5:52 pm ? (250°),0.429930556,?2:12,0.250694444,0.808333333,0.272916667,0.786805556,0.295138889,0.764583333,12:43 pm (34.3°),92.146
,,6,6:34 am ? (111°),4:51 pm ? (249°),0.428414352,?2:10,0.209722222,0.765972222,0.231944444,0.744444444,0.254166667,0.722222222,11:43 am (34.0°),92.122
,,7,6:36 am ? (111°),4:50 pm ? (249°),0.426921296,?2:09,0.210416667,0.765972222,0.232638889,0.74375,0.254861111,0.721527778,11:43 am (33.7°),92.099
,,8,6:37 am ? (111°),4:49 pm ? (249°),0.425451389,?2:07,0.211111111,0.765277778,0.233333333,0.743055556,0.255555556,0.720833333,11:43 am (33.4°),92.076
,,9,6:38 am ? (112°),4:48 pm ? (248°),0.423993056,?2:05,0.211805556,0.764583333,0.234027778,0.742361111,0.25625,0.720138889,11:43 am (33.1°),92.053
,,10,6:39 am ? (112°),4:47 pm ? (248°),0.42255787,?2:04,0.2125,0.763888889,0.234722222,0.741666667,0.256944444,0.719444444,11:43 am (32.9°),92.031
,,11,6:40 am ? (112°),4:47 pm ? (247°),0.421134259,?2:02,0.213194444,0.763194444,0.235416667,0.741666667,0.257638889,0.71875,11:44 am (32.6°),92.009
,,12,6:41 am ? (113°),4:46 pm ? (247°),0.419733796,?2:00,0.213888889,0.763194444,0.236111111,0.740972222,0.259027778,0.718055556,11:44 am (32.3°),91.988
,,13,6:42 am ? (113°),4:45 pm ? (247°),0.418356481,?1:58,0.214583333,0.7625,0.236805556,0.740277778,0.259722222,0.718055556,11:44 am (32.1°),91.966
,,14,6:44 am ? (114°),4:44 pm ? (246°),0.417013889,?1:56,0.215277778,0.761805556,0.2375,0.739583333,0.260416667,0.717361111,11:44 am (31.8°),91.946
,,15,6:45 am ? (114°),4:43 pm ? (246°),0.41568287,?1:54,0.215972222,0.761805556,0.238194444,0.739583333,0.261111111,0.716666667,11:44 am (31.5°),91.925
,,16,6:46 am ? (114°),4:43 pm ? (246°),0.414375,?1:52,0.216666667,0.761111111,0.238888889,0.738888889,0.261805556,0.716666667,11:44 am (31.3°),91.905
,,17,6:47 am ? (115°),4:42 pm ? (245°),0.413090278,?1:50,0.217361111,0.761111111,0.239583333,0.738888889,0.2625,0.715972222,11:45 am (31.1°),91.886
,,18,6:48 am ? (115°),4:41 pm ? (245°),0.411828704,?1:48,0.218055556,0.760416667,0.240277778,0.738194444,0.263194444,0.715277778,11:45 am (30.8°),91.867
,,19,6:49 am ? (115°),4:40 pm ? (245°),0.410601852,?1:46,0.21875,0.760416667,0.240972222,0.738194444,0.263888889,0.715277778,11:45 am (30.6°),91.849
,,20,6:50 am ? (115°),4:40 pm ? (244°),0.409398148,?1:43,0.219444444,0.759722222,0.241666667,0.7375,0.264583333,0.714583333,11:45 am (30.4°),91.83
,,21,6:51 am ? (116°),4:39 pm ? (244°),0.408229167,?1:41,0.220138889,0.759722222,0.242361111,0.7375,0.265277778,0.714583333,11:46 am (30.2°),91.812
,,22,6:53 am ? (116°),4:39 pm ? (244°),0.407083333,?1:38,0.220833333,0.759027778,0.243055556,0.736805556,0.265972222,0.713888889,11:46 am (29.9°),91.795
,,23,6:54 am ? (116°),4:38 pm ? (244°),0.405960648,?1:36,0.221527778,0.759027778,0.24375,0.736805556,0.266666667,0.713888889,11:46 am (29.7°),91.778
,,24,6:55 am ? (117°),4:38 pm ? (243°),0.404884259,?1:33,0.222222222,0.759027778,0.244444444,0.736111111,0.267361111,0.713194444,11:46 am (29.5°),91.761
,,25,6:56 am ? (117°),4:37 pm ? (243°),0.403831019,?1:31,0.222916667,0.758333333,0.245138889,0.736111111,0.268055556,0.713194444,11:47 am (29.3°),91.744
,,26,6:57 am ? (117°),4:37 pm ? (243°),0.402800926,?1:28,0.223611111,0.758333333,0.245833333,0.736111111,0.26875,0.7125,11:47 am (29.2°),91.728
,,27,6:58 am ? (117°),4:36 pm ? (243°),0.40181713,?1:25,0.223611111,0.758333333,0.246527778,0.735416667,0.269444444,0.7125,11:47 am (29.0°),91.712
,,28,6:59 am ? (118°),4:36 pm ? (242°),0.400856481,?1:22,0.224305556,0.758333333,0.247222222,0.735416667,0.270138889,0.7125,11:48 am (28.8°),91.696
,,29,7:00 am ? (118°),4:36 pm ? (242°),0.39994213,?1:19,0.225,0.758333333,0.247916667,0.735416667,0.270833333,0.7125,11:48 am (28.6°),91.68
,,30,7:01 am ? (118°),4:36 pm ? (242°),0.399050926,?1:16,0.225694444,0.757638889,0.248611111,0.735416667,0.271527778,0.711805556,11:48 am (28.5°),91.665
2016,December,1,7:02 am ? (118°),4:35 pm ? (242°),0.398206019,?1:13,0.226388889,0.757638889,0.249305556,0.735416667,0.272222222,0.711805556,11:49 am (28.3°),91.65
,,2,7:03 am ? (118°),4:35 pm ? (241°),0.397395833,?1:10,0.227083333,0.757638889,0.249305556,0.735416667,0.272916667,0.711805556,11:49 am (28.2°),91.635
,,3,7:04 am ? (119°),4:35 pm ? (241°),0.39662037,?1:06,0.227777778,0.757638889,0.25,0.735416667,0.273611111,0.711805556,11:50 am (28.1°),91.621
,,4,7:05 am ? (119°),4:35 pm ? (241°),0.39587963,?1:03,0.228472222,0.757638889,0.250694444,0.735416667,0.274305556,0.711805556,11:50 am (27.9°),91.607
,,5,7:06 am ? (119°),4:35 pm ? (241°),0.395185185,?1:00,0.228472222,0.757638889,0.251388889,0.735416667,0.275,0.711805556,11:50 am (27.8°),91.593
,,6,7:07 am ? (119°),4:35 pm ? (241°),0.394525463,?0:56,0.229166667,0.757638889,0.252083333,0.735416667,0.275694444,0.711805556,11:51 am (27.7°),91.58
,,7,7:08 am ? (119°),4:35 pm ? (241°),0.393912037,?0:53,0.229861111,0.757638889,0.252777778,0.735416667,0.275694444,0.711805556,11:51 am (27.6°),91.567
,,8,7:08 am ? (119°),4:35 pm ? (240°),0.393333333,?0:49,0.230555556,0.758333333,0.252777778,0.735416667,0.276388889,0.711805556,11:52 am (27.5°),91.554
,,9,7:09 am ? (120°),4:35 pm ? (240°),0.392800926,?0:46,0.230555556,0.758333333,0.253472222,0.735416667,0.277083333,0.711805556,11:52 am (27.4°),91.542
,,10,7:10 am ? (120°),4:35 pm ? (240°),0.392303241,?0:42,0.23125,0.758333333,0.254166667,0.735416667,0.277777778,0.711805556,11:53 am (27.3°),91.531
,,11,7:11 am ? (120°),4:35 pm ? (240°),0.391851852,?0:38,0.231944444,0.758333333,0.254861111,0.735416667,0.278472222,0.711805556,11:53 am (27.2°),91.52
,,12,7:12 am ? (120°),4:35 pm ? (240°),0.391446759,?0:35,0.232638889,0.758333333,0.254861111,0.735416667,0.278472222,0.7125,11:54 am (27.1°),91.509
,,13,7:12 am ? (120°),4:36 pm ? (240°),0.391087963,?0:31,0.232638889,0.759027778,0.255555556,0.736111111,0.279166667,0.7125,11:54 am (27.1°),91.499
,,14,7:13 am ? (120°),4:36 pm ? (240°),0.390763889,?0:27,0.233333333,0.759027778,0.25625,0.736111111,0.279861111,0.7125,11:54 am (27.0°),91.49
,,15,7:14 am ? (120°),4:36 pm ? (240°),0.390486111,?0:23,0.234027778,0.759027778,0.25625,0.736111111,0.279861111,0.7125,11:55 am (27.0°),91.481
,,16,7:14 am ? (120°),4:36 pm ? (240°),0.39025463,?0:19,0.234027778,0.759722222,0.256944444,0.736805556,0.280555556,0.713194444,11:55 am (26.9°),91.473
